material_name,melting_point_c,density_g_cm3,specific_heat_j_kg_k,target_conversion_pct,required_temp_c
Al9Rh2,735.8,4.26,573.8,100.0,785.8
AlAg(PSe3)2,764.2,4.39,557.4,50.0,382.1
AlAg(PSe3)2,764.2,4.39,557.4,60.0,458.5
AlAg(PSe3)2,764.2,4.39,557.4,70.0,534.9
AlAg(PSe3)2,764.2,4.39,557.4,80.0,611.3
AlAg(PSe3)2,764.2,4.39,557.4,90.0,687.7
AlAg(PSe3)2,764.2,4.39,557.4,100.0,814.2
AlAg3,532.6,8.68,284.6,50.0,266.3
AlAg3,532.6,8.68,284.6,60.0,319.6
AlAg3,532.6,8.68,284.6,70.0,372.8
AlAg3,532.6,8.68,284.6,80.0,426.1
AlAg3,532.6,8.68,284.6,90.0,479.4
AlAg3,532.6,8.68,284.6,100.0,582.6
AlAgO2,1537.2,6.31,390.2,50.0,768.6
AlAgO2,1537.2,6.31,390.2,60.0,922.3
AlAgO2,1537.2,6.31,390.2,70.0,1076.0
AlAgO2,1537.2,6.31,390.2,80.0,1229.8
AlAgO2,1537.2,6.31,390.2,90.0,1383.5
AlAgO2,1537.2,6.31,390.2,100.0,1587.2
AlAgS2,906.8,3.9,625.0,50.0,453.4
AlAgS2,906.8,3.9,625.0,60.0,544.1
AlAgS2,906.8,3.9,625.0,70.0,634.8
AlAgS2,906.8,3.9,625.0,80.0,725.4
AlAgS2,906.8,3.9,625.0,90.0,816.1
AlAgS2,906.8,3.9,625.0,100.0,956.8
AlAgSe2,834.4,4.94,495.9,50.0,417.2
AlAgSe2,834.4,4.94,495.9,60.0,500.7
AlAgSe2,834.4,4.94,495.9,70.0,584.1
AlAgSe2,834.4,4.94,495.9,80.0,667.6
AlAgSe2,834.4,4.94,495.9,90.0,751.0
AlAgSe2,834.4,4.94,495.9,100.0,884.4
AlAgSnSe4,846.4,4.77,513.5,50.0,423.2
AlAgSnSe4,846.4,4.77,513.5,60.0,507.8
AlAgSnSe4,846.4,4.77,513.5,70.0,592.5
AlAgSnSe4,846.4,4.77,513.5,80.0,677.1
AlAgSnSe4,846.4,4.77,513.5,90.0,761.7
AlAgSnSe4,846.4,4.77,513.5,100.0,896.4
AlAgTe2,697.7,5.29,464.2,50.0,348.8
AlAgTe2,697.7,5.29,464.2,60.0,418.6
AlAgTe2,697.7,5.29,464.2,70.0,488.4
AlAgTe2,697.7,5.29,464.2,80.0,558.1
AlAgTe2,697.7,5.29,464.2,90.0,627.9
AlAgTe2,697.7,5.29,464.2,100.0,747.7
AlAs,782.2,3.7,657.6,50.0,391.1
AlAs,782.2,3.7,657.6,60.0,469.3
AlAs,782.2,3.7,657.6,70.0,547.5
AlAs,782.2,3.7,657.6,80.0,625.7
AlAs,782.2,3.7,657.6,90.0,704.0
AlAs,782.2,3.7,657.6,100.0,832.2
AlAs3(SeCl)4,963.7,2.9,834.5,50.0,481.9
AlAs3(SeCl)4,963.7,2.9,834.5,60.0,578.2
AlAs3(SeCl)4,963.7,2.9,834.5,70.0,674.6
AlAs3(SeCl)4,963.7,2.9,834.5,80.0,771.0
AlAs3(SeCl)4,963.7,2.9,834.5,90.0,867.3
AlAs3(SeCl)4,963.7,2.9,834.5,100.0,1013.7
AlAs3S5Cl4,951.6,2.35,1020.4,50.0,475.8
AlAs3S5Cl4,951.6,2.35,1020.4,60.0,571.0
AlAs3S5Cl4,951.6,2.35,1020.4,70.0,666.1
AlAs3S5Cl4,951.6,2.35,1020.4,80.0,761.3
AlAs3S5Cl4,951.6,2.35,1020.4,90.0,856.5
AlAs3S5Cl4,951.6,2.35,1020.4,100.0,1001.6
AlAsO4,1605.2,3.35,724.6,50.0,802.6
AlAsO4,1605.2,3.35,724.6,60.0,963.1
AlAsO4,1605.2,3.35,724.6,70.0,1123.7
AlAsO4,1605.2,3.35,724.6,80.0,1284.2
AlAsO4,1605.2,3.35,724.6,90.0,1444.7
AlAsO4,1605.2,3.35,724.6,100.0,1655.2
AlAsPt5,755.8,16.32,152.2,50.0,377.9
AlAsPt5,755.8,16.32,152.2,60.0,453.5
AlAsPt5,755.8,16.32,152.2,70.0,529.0
AlAsPt5,755.8,16.32,152.2,80.0,604.6
AlAsPt5,755.8,16.32,152.2,90.0,680.2
AlAsPt5,755.8,16.32,152.2,100.0,805.8
AlAu,690.3,10.81,229.2,50.0,345.2
AlAu,690.3,10.81,229.2,60.0,414.2
AlAu,690.3,10.81,229.2,70.0,483.2
AlAu,690.3,10.81,229.2,80.0,552.3
AlAu,690.3,10.81,229.2,90.0,621.3
AlAu,690.3,10.81,229.2,100.0,740.3
AlAu2,650.0,14.15,175.4,50.0,325.0
AlAu2,650.0,14.15,175.4,60.0,390.0
AlAu2,650.0,14.15,175.4,70.0,455.0
AlAu2,650.0,14.15,175.4,80.0,520.0
AlAu2,650.0,14.15,175.4,90.0,585.0
AlAu2,650.0,14.15,175.4,100.0,700.0
AlAu4,601.0,15.93,156.0,50.0,300.5
AlAu4,601.0,15.93,156.0,60.0,360.6
AlAu4,601.0,15.93,156.0,70.0,420.7
AlAu4,601.0,15.93,156.0,80.0,480.8
AlAu4,601.0,15.93,156.0,90.0,540.9
AlAu4,601.0,15.93,156.0,100.0,651.0
AlBMo,719.1,6.41,384.3,50.0,359.6
AlBMo,719.1,6.41,384.3,60.0,431.5
AlBMo,719.1,6.41,384.3,70.0,503.4
AlBMo,719.1,6.41,384.3,80.0,575.3
AlBMo,719.1,6.41,384.3,90.0,647.2
AlBMo,719.1,6.41,384.3,100.0,769.1
AlBPbO4,1724.1,6.31,389.8,50.0,862.0
AlBPbO4,1724.1,6.31,389.8,60.0,1034.5
AlBPbO4,1724.1,6.31,389.8,70.0,1206.9
AlBPbO4,1724.1,6.31,389.8,80.0,1379.3
AlBPbO4,1724.1,6.31,389.8,90.0,1551.7
AlBPbO4,1724.1,6.31,389.8,100.0,1774.1
AlBW,644.5,10.63,233.0,50.0,322.3
AlBW,644.5,10.63,233.0,60.0,386.7
AlBW,644.5,10.63,233.0,70.0,451.2
AlBW,644.5,10.63,233.0,80.0,515.6
AlBW,644.5,10.63,233.0,90.0,580.1
AlBW,644.5,10.63,233.0,100.0,694.5
AlBiCl6,1271.4,3.01,804.4,50.0,635.7
AlBiCl6,1271.4,3.01,804.4,60.0,762.8
AlBiCl6,1271.4,3.01,804.4,70.0,890.0
AlBiCl6,1271.4,3.01,804.4,80.0,1017.1
AlBiCl6,1271.4,3.01,804.4,90.0,1144.2
AlBiCl6,1271.4,3.01,804.4,100.0,1321.4
AlBiSCl4,1211.2,3.26,744.8,50.0,605.6
AlBiSCl4,1211.2,3.26,744.8,60.0,726.7
AlBiSCl4,1211.2,3.26,744.8,70.0,847.8
AlBiSCl4,1211.2,3.26,744.8,80.0,968.9
AlBiSCl4,1211.2,3.26,744.8,90.0,1090.0
AlBiSCl4,1211.2,3.26,744.8,100.0,1261.2
AlBiSeCl4,1211.9,3.54,687.2,50.0,605.9
AlBiSeCl4,1211.9,3.54,687.2,60.0,727.1
AlBiSeCl4,1211.9,3.54,687.2,70.0,848.3
AlBiSeCl4,1211.9,3.54,687.2,80.0,969.5
AlBiSeCl4,1211.9,3.54,687.2,90.0,1090.7
AlBiSeCl4,1211.9,3.54,687.2,100.0,1261.9
AlBiTeCl4,1191.6,3.61,673.3,50.0,595.8
AlBiTeCl4,1191.6,3.61,673.3,60.0,714.9
AlBiTeCl4,1191.6,3.61,673.3,70.0,834.1
AlBiTeCl4,1191.6,3.61,673.3,80.0,953.3
AlBiTeCl4,1191.6,3.61,673.3,90.0,1072.4
AlBiTeCl4,1191.6,3.61,673.3,100.0,1241.6
AlBr3,1183.1,3.14,771.3,50.0,591.6
AlBr3,1183.1,3.14,771.3,60.0,709.9
AlBr3,1183.1,3.14,771.3,70.0,828.2
AlBr3,1183.1,3.14,771.3,80.0,946.5
AlBr3,1183.1,3.14,771.3,90.0,1064.8
AlBr3,1183.1,3.14,771.3,100.0,1233.1
AlBrO,1662.4,3.3,735.4,50.0,831.2
AlBrO,1662.4,3.3,735.4,60.0,997.4
AlBrO,1662.4,3.3,735.4,70.0,1163.7
AlBrO,1662.4,3.3,735.4,80.0,1329.9
AlBrO,1662.4,3.3,735.4,90.0,1496.2
AlBrO,1662.4,3.3,735.4,100.0,1712.4
AlC3(NCl2)3,864.2,1.81,1306.2,50.0,432.1
AlC3(NCl2)3,864.2,1.81,1306.2,60.0,518.5
AlC3(NCl2)3,864.2,1.81,1306.2,70.0,605.0
AlC3(NCl2)3,864.2,1.81,1306.2,80.0,691.4
AlC3(NCl2)3,864.2,1.81,1306.2,90.0,777.8
AlC3(NCl2)3,864.2,1.81,1306.2,100.0,914.2
AlCdCl4,1158.7,2.65,909.8,50.0,579.3
AlCdCl4,1158.7,2.65,909.8,60.0,695.2
AlCdCl4,1158.7,2.65,909.8,70.0,811.1
AlCdCl4,1158.7,2.65,909.8,80.0,926.9
AlCdCl4,1158.7,2.65,909.8,90.0,1042.8
AlCdCl4,1158.7,2.65,909.8,100.0,1208.7
AlCl3,1261.8,2.41,997.4,50.0,630.9
AlCl3,1261.8,2.41,997.4,60.0,757.1
AlCl3,1261.8,2.41,997.4,70.0,883.2
AlCl3,1261.8,2.41,997.4,80.0,1009.4
AlCl3,1261.8,2.41,997.4,90.0,1135.6
AlCl3,1261.8,2.41,997.4,100.0,1311.8
AlClO,1753.3,2.89,835.9,50.0,876.7
AlClO,1753.3,2.89,835.9,60.0,1052.0
AlClO,1753.3,2.89,835.9,70.0,1227.3
AlClO,1753.3,2.89,835.9,80.0,1402.7
AlClO,1753.3,2.89,835.9,90.0,1578.0
AlClO,1753.3,2.89,835.9,100.0,1803.3
AlCo,750.4,6.37,386.7,50.0,375.2
AlCo,750.4,6.37,386.7,60.0,450.2
AlCo,750.4,6.37,386.7,70.0,525.3
AlCo,750.4,6.37,386.7,80.0,600.3
AlCo,750.4,6.37,386.7,90.0,675.4
AlCo,750.4,6.37,386.7,100.0,800.4
AlCr2C,577.5,5.45,450.3,50.0,288.8
AlCr2C,577.5,5.45,450.3,60.0,346.5
AlCr2C,577.5,5.45,450.3,70.0,404.3
AlCr2C,577.5,5.45,450.3,80.0,462.0
AlCr2C,577.5,5.45,450.3,90.0,519.8
AlCr2C,577.5,5.45,450.3,100.0,627.5
AlCr3B4,663.3,5.47,449.0,50.0,331.6
AlCr3B4,663.3,5.47,449.0,60.0,398.0
AlCr3B4,663.3,5.47,449.0,70.0,464.3
AlCr3B4,663.3,5.47,449.0,80.0,530.6
AlCr3B4,663.3,5.47,449.0,90.0,597.0
AlCr3B4,663.3,5.47,449.0,100.0,713.3
AlCr4AgS8,955.0,3.83,635.6,50.0,477.5
AlCr4AgS8,955.0,3.83,635.6,60.0,573.0
AlCr4AgS8,955.0,3.83,635.6,70.0,668.5
AlCr4AgS8,955.0,3.83,635.6,80.0,764.0
AlCr4AgS8,955.0,3.83,635.6,90.0,859.5
AlCr4AgS8,955.0,3.83,635.6,100.0,1005.0
AlCr4CuS8,971.7,3.71,656.5,50.0,485.8
AlCr4CuS8,971.7,3.71,656.5,60.0,583.0
AlCr4CuS8,971.7,3.71,656.5,70.0,680.2
AlCr4CuS8,971.7,3.71,656.5,80.0,777.3
AlCr4CuS8,971.7,3.71,656.5,90.0,874.5
AlCr4CuS8,971.7,3.71,656.5,100.0,1021.7
AlCr4CuSe8,878.8,5.36,458.0,50.0,439.4
AlCr4CuSe8,878.8,5.36,458.0,60.0,527.3
AlCr4CuSe8,878.8,5.36,458.0,70.0,615.2
AlCr4CuSe8,878.8,5.36,458.0,80.0,703.1
AlCr4CuSe8,878.8,5.36,458.0,90.0,790.9
AlCr4CuSe8,878.8,5.36,458.0,100.0,928.8
AlCrFeO4,1644.3,4.46,547.7,50.0,822.1
AlCrFeO4,1644.3,4.46,547.7,60.0,986.6
AlCrFeO4,1644.3,4.46,547.7,70.0,1151.0
AlCrFeO4,1644.3,4.46,547.7,80.0,1315.4
AlCrFeO4,1644.3,4.46,547.7,90.0,1479.8
AlCrFeO4,1644.3,4.46,547.7,100.0,1694.3
AlCrRu2,665.9,8.91,277.5,50.0,333.0
AlCrRu2,665.9,8.91,277.5,60.0,399.5
AlCrRu2,665.9,8.91,277.5,70.0,466.1
AlCrRu2,665.9,8.91,277.5,80.0,532.7
AlCrRu2,665.9,8.91,277.5,90.0,599.3
AlCrRu2,665.9,8.91,277.5,100.0,715.9
AlCu,609.1,5.51,445.5,50.0,304.6
AlCu,609.1,5.51,445.5,60.0,365.5
AlCu,609.1,5.51,445.5,70.0,426.4
AlCu,609.1,5.51,445.5,80.0,487.3
AlCu,609.1,5.51,445.5,90.0,548.2
AlCu,609.1,5.51,445.5,100.0,659.1
AlCu(PSe3)2,751.5,4.39,556.8,50.0,375.7
AlCu(PSe3)2,751.5,4.39,556.8,60.0,450.9
AlCu(PSe3)2,751.5,4.39,556.8,70.0,526.0
AlCu(PSe3)2,751.5,4.39,556.8,80.0,601.2
AlCu(PSe3)2,751.5,4.39,556.8,90.0,676.3
AlCu(PSe3)2,751.5,4.39,556.8,100.0,801.5
AlCu3,590.9,7.52,328.2,50.0,295.4
AlCu3,590.9,7.52,328.2,60.0,354.5
AlCu3,590.9,7.52,328.2,70.0,413.6
AlCu3,590.9,7.52,328.2,80.0,472.7
AlCu3,590.9,7.52,328.2,90.0,531.8
AlCu3,590.9,7.52,328.2,100.0,640.9
AlCuAu2,616.0,13.32,186.3,50.0,308.0
AlCuAu2,616.0,13.32,186.3,60.0,369.6
AlCuAu2,616.0,13.32,186.3,70.0,431.2
AlCuAu2,616.0,13.32,186.3,80.0,492.8
AlCuAu2,616.0,13.32,186.3,90.0,554.4
AlCuAu2,616.0,13.32,186.3,100.0,666.0
AlCuBr4,1046.1,3.91,624.0,50.0,523.0
AlCuBr4,1046.1,3.91,624.0,60.0,627.7
AlCuBr4,1046.1,3.91,624.0,70.0,732.3
AlCuBr4,1046.1,3.91,624.0,80.0,836.9
AlCuBr4,1046.1,3.91,624.0,90.0,941.5
AlCuBr4,1046.1,3.91,624.0,100.0,1096.1
AlCuCl4,1093.6,2.62,919.8,50.0,546.8
AlCuCl4,1093.6,2.62,919.8,60.0,656.2
AlCuCl4,1093.6,2.62,919.8,70.0,765.5
AlCuCl4,1093.6,2.62,919.8,80.0,874.9
AlCuCl4,1093.6,2.62,919.8,90.0,984.3
AlCuCl4,1093.6,2.62,919.8,100.0,1143.6
AlCuGeSe4,834.4,4.74,516.7,50.0,417.2
AlCuGeSe4,834.4,4.74,516.7,60.0,500.6
AlCuGeSe4,834.4,4.74,516.7,70.0,584.1
AlCuGeSe4,834.4,4.74,516.7,80.0,667.5
AlCuGeSe4,834.4,4.74,516.7,90.0,751.0
AlCuGeSe4,834.4,4.74,516.7,100.0,884.4
AlCuO2,1587.9,5.15,476.5,50.0,794.0
AlCuO2,1587.9,5.15,476.5,60.0,952.8
AlCuO2,1587.9,5.15,476.5,70.0,1111.6
AlCuO2,1587.9,5.15,476.5,80.0,1270.3
AlCuO2,1587.9,5.15,476.5,90.0,1429.1
AlCuO2,1587.9,5.15,476.5,100.0,1637.9
AlCuPd2,783.6,9.26,267.1,50.0,391.8
AlCuPd2,783.6,9.26,267.1,60.0,470.1
AlCuPd2,783.6,9.26,267.1,70.0,548.5
AlCuPd2,783.6,9.26,267.1,80.0,626.8
AlCuPd2,783.6,9.26,267.1,90.0,705.2
AlCuPd2,783.6,9.26,267.1,100.0,833.6
AlCuPt2,841.8,14.51,171.1,50.0,420.9
AlCuPt2,841.8,14.51,171.1,60.0,505.1
AlCuPt2,841.8,14.51,171.1,70.0,589.2
AlCuPt2,841.8,14.51,171.1,80.0,673.4
AlCuPt2,841.8,14.51,171.1,90.0,757.6
AlCuPt2,841.8,14.51,171.1,100.0,891.8
AlCuS2,933.4,3.51,693.0,50.0,466.7
AlCuS2,933.4,3.51,693.0,60.0,560.0
AlCuS2,933.4,3.51,693.0,70.0,653.4
AlCuS2,933.4,3.51,693.0,80.0,746.7
AlCuS2,933.4,3.51,693.0,90.0,840.1
AlCuS2,933.4,3.51,693.0,100.0,983.4
AlCuSe2,840.4,4.78,512.1,50.0,420.2
AlCuSe2,840.4,4.78,512.1,60.0,504.2
AlCuSe2,840.4,4.78,512.1,70.0,588.2
AlCuSe2,840.4,4.78,512.1,80.0,672.3
AlCuSe2,840.4,4.78,512.1,90.0,756.3
AlCuSe2,840.4,4.78,512.1,100.0,890.4
AlCuSnS4,909.5,4.13,591.3,50.0,454.8
AlCuSnS4,909.5,4.13,591.3,60.0,545.7
AlCuSnS4,909.5,4.13,591.3,70.0,636.7
AlCuSnS4,909.5,4.13,591.3,80.0,727.6
AlCuSnS4,909.5,4.13,591.3,90.0,818.6
AlCuSnS4,909.5,4.13,591.3,100.0,959.5
AlCuSnSe4,847.8,4.8,510.0,50.0,423.9
AlCuSnSe4,847.8,4.8,510.0,60.0,508.7
AlCuSnSe4,847.8,4.8,510.0,70.0,593.4
AlCuSnSe4,847.8,4.8,510.0,80.0,678.2
AlCuSnSe4,847.8,4.8,510.0,90.0,763.0
AlCuSnSe4,847.8,4.8,510.0,100.0,897.8
AlCuTe2,691.3,5.25,467.3,50.0,345.7
AlCuTe2,691.3,5.25,467.3,60.0,414.8
AlCuTe2,691.3,5.25,467.3,70.0,483.9
AlCuTe2,691.3,5.25,467.3,80.0,553.1
AlCuTe2,691.3,5.25,467.3,90.0,622.2
AlCuTe2,691.3,5.25,467.3,100.0,741.3
AlF3,2239.6,3.26,743.1,50.0,1119.8
AlF3,2239.6,3.26,743.1,60.0,1343.8
AlF3,2239.6,3.26,743.1,70.0,1567.7
AlF3,2239.6,3.26,743.1,80.0,1791.7
AlF3,2239.6,3.26,743.1,90.0,2015.6
AlF3,2239.6,3.26,743.1,100.0,2289.6
AlFe,647.1,5.97,411.9,50.0,323.5
AlFe,647.1,5.97,411.9,60.0,388.3
AlFe,647.1,5.97,411.9,70.0,453.0
AlFe,647.1,5.97,411.9,80.0,517.7
AlFe,647.1,5.97,411.9,90.0,582.4
AlFe,647.1,5.97,411.9,100.0,697.1
AlFe2Si,700.1,6.49,379.6,50.0,350.1
AlFe2Si,700.1,6.49,379.6,60.0,420.1
AlFe2Si,700.1,6.49,379.6,70.0,490.1
AlFe2Si,700.1,6.49,379.6,80.0,560.1
AlFe2Si,700.1,6.49,379.6,90.0,630.1
AlFe2Si,700.1,6.49,379.6,100.0,750.1
AlFe2W,593.7,10.87,227.9,50.0,296.9
AlFe2W,593.7,10.87,227.9,60.0,356.2
AlFe2W,593.7,10.87,227.9,70.0,415.6
AlFe2W,593.7,10.87,227.9,80.0,475.0
AlFe2W,593.7,10.87,227.9,90.0,534.4
AlFe2W,593.7,10.87,227.9,100.0,643.7
AlFe3,589.5,6.7,367.6,50.0,294.8
AlFe3,589.5,6.7,367.6,60.0,353.7
AlFe3,589.5,6.7,367.6,70.0,412.7
AlFe3,589.5,6.7,367.6,80.0,471.6
AlFe3,589.5,6.7,367.6,90.0,530.6
AlFe3,589.5,6.7,367.6,100.0,639.5
AlFe3C,571.9,6.3,390.6,50.0,285.9
AlFe3C,571.9,6.3,390.6,60.0,343.1
AlFe3C,571.9,6.3,390.6,70.0,400.3
AlFe3C,571.9,6.3,390.6,80.0,457.5
AlFe3C,571.9,6.3,390.6,90.0,514.7
AlFe3C,571.9,6.3,390.6,100.0,621.9
AlFe3H,592.3,6.41,383.9,50.0,296.1
AlFe3H,592.3,6.41,383.9,60.0,355.4
AlFe3H,592.3,6.41,383.9,70.0,414.6
AlFe3H,592.3,6.41,383.9,80.0,473.8
AlFe3H,592.3,6.41,383.9,90.0,533.0
AlFe3H,592.3,6.41,383.9,100.0,642.3
AlFeCo2,661.5,7.37,334.5,50.0,330.7
AlFeCo2,661.5,7.37,334.5,60.0,396.9
AlFeCo2,661.5,7.37,334.5,70.0,463.0
AlFeCo2,661.5,7.37,334.5,80.0,529.2
AlFeCo2,661.5,7.37,334.5,90.0,595.3
AlFeCo2,661.5,7.37,334.5,100.0,711.5
AlFePO5,1737.8,3.04,796.3,50.0,868.9
AlFePO5,1737.8,3.04,796.3,60.0,1042.7
AlFePO5,1737.8,3.04,796.3,70.0,1216.5
AlFePO5,1737.8,3.04,796.3,80.0,1390.2
AlFePO5,1737.8,3.04,796.3,90.0,1564.0
AlFePO5,1737.8,3.04,796.3,100.0,1787.8
AlFeRh2,768.2,8.99,275.0,50.0,384.1
AlFeRh2,768.2,8.99,275.0,60.0,460.9
AlFeRh2,768.2,8.99,275.0,70.0,537.7
AlFeRh2,768.2,8.99,275.0,80.0,614.5
AlFeRh2,768.2,8.99,275.0,90.0,691.3
AlFeRh2,768.2,8.99,275.0,100.0,818.2
AlGaAs2,741.8,4.49,544.9,50.0,370.9
AlGaAs2,741.8,4.49,544.9,60.0,445.1
AlGaAs2,741.8,4.49,544.9,70.0,519.3
AlGaAs2,741.8,4.49,544.9,80.0,593.4
AlGaAs2,741.8,4.49,544.9,90.0,667.6
AlGaAs2,741.8,4.49,544.9,100.0,791.8
AlGaCo2,669.9,7.8,316.3,50.0,334.9
AlGaCo2,669.9,7.8,316.3,60.0,401.9
AlGaCo2,669.9,7.8,316.3,70.0,468.9
AlGaCo2,669.9,7.8,316.3,80.0,535.9
AlGaCo2,669.9,7.8,316.3,90.0,602.9
AlGaCo2,669.9,7.8,316.3,100.0,719.9
AlGaNi6,658.9,8.46,292.0,50.0,329.4
AlGaNi6,658.9,8.46,292.0,60.0,395.3
AlGaNi6,658.9,8.46,292.0,70.0,461.2
AlGaNi6,658.9,8.46,292.0,80.0,527.1
AlGaNi6,658.9,8.46,292.0,90.0,593.0
AlGaNi6,658.9,8.46,292.0,100.0,708.9
AlGeMo,622.9,7.27,339.3,50.0,311.4
AlGeMo,622.9,7.27,339.3,60.0,373.7
AlGeMo,622.9,7.27,339.3,70.0,436.0
AlGeMo,622.9,7.27,339.3,80.0,498.3
AlGeMo,622.9,7.27,339.3,90.0,560.6
AlGeMo,622.9,7.27,339.3,100.0,672.9
AlGeRu2,733.0,9.42,262.6,50.0,366.5
AlGeRu2,733.0,9.42,262.6,60.0,439.8
AlGeRu2,733.0,9.42,262.6,70.0,513.1
AlGeRu2,733.0,9.42,262.6,80.0,586.4
AlGeRu2,733.0,9.42,262.6,90.0,659.7
AlGeRu2,733.0,9.42,262.6,100.0,783.0
AlH10N2OF5,1265.6,1.86,1278.0,50.0,632.8
AlH10N2OF5,1265.6,1.86,1278.0,60.0,759.4
AlH10N2OF5,1265.6,1.86,1278.0,70.0,885.9
AlH10N2OF5,1265.6,1.86,1278.0,80.0,1012.5
AlH10N2OF5,1265.6,1.86,1278.0,90.0,1139.1
AlH10N2OF5,1265.6,1.86,1278.0,100.0,1315.6
AlH10SO9F,1277.1,1.91,1246.6,50.0,638.5
AlH10SO9F,1277.1,1.91,1246.6,60.0,766.2
AlH10SO9F,1277.1,1.91,1246.6,70.0,893.9
AlH10SO9F,1277.1,1.91,1246.6,80.0,1021.7
AlH10SO9F,1277.1,1.91,1246.6,90.0,1149.4
AlH10SO9F,1277.1,1.91,1246.6,100.0,1327.1
AlH11SO10,1234.2,1.8,1314.4,50.0,617.1
AlH11SO10,1234.2,1.8,1314.4,60.0,740.5
AlH11SO10,1234.2,1.8,1314.4,70.0,864.0
AlH11SO10,1234.2,1.8,1314.4,80.0,987.4
AlH11SO10,1234.2,1.8,1314.4,90.0,1110.8
AlH11SO10,1234.2,1.8,1314.4,100.0,1284.2
AlH12(ClO2)3,1164.2,1.68,1407.1,50.0,582.1
AlH12(ClO2)3,1164.2,1.68,1407.1,60.0,698.5
AlH12(ClO2)3,1164.2,1.68,1407.1,70.0,814.9
AlH12(ClO2)3,1164.2,1.68,1407.1,80.0,931.4
AlH12(ClO2)3,1164.2,1.68,1407.1,90.0,1047.8
AlH12(ClO2)3,1164.2,1.68,1407.1,100.0,1214.2
AlH12(NO5)3,1083.8,1.86,1276.7,50.0,541.9
AlH12(NO5)3,1083.8,1.86,1276.7,60.0,650.3
AlH12(NO5)3,1083.8,1.86,1276.7,70.0,758.6
AlH12(NO5)3,1083.8,1.86,1276.7,80.0,867.0
AlH12(NO5)3,1083.8,1.86,1276.7,90.0,975.4
AlH12(NO5)3,1083.8,1.86,1276.7,100.0,1133.8
AlH14SeNO14,1123.2,2.14,1116.5,50.0,561.6
AlH14SeNO14,1123.2,2.14,1116.5,60.0,673.9
AlH14SeNO14,1123.2,2.14,1116.5,70.0,786.3
AlH14SeNO14,1123.2,2.14,1116.5,80.0,898.6
AlH14SeNO14,1123.2,2.14,1116.5,90.0,1010.9
AlH14SeNO14,1123.2,2.14,1116.5,100.0,1173.2
AlH15(OF)6,1305.1,1.67,1410.5,50.0,652.6
AlH15(OF)6,1305.1,1.67,1410.5,60.0,783.1
AlH15(OF)6,1305.1,1.67,1410.5,70.0,913.6
AlH15(OF)6,1305.1,1.67,1410.5,80.0,1044.1
AlH15(OF)6,1305.1,1.67,1410.5,90.0,1174.6
AlH15(OF)6,1305.1,1.67,1410.5,100.0,1355.1
AlH15Br3N5,837.6,2.13,1121.8,50.0,418.8
AlH15Br3N5,837.6,2.13,1121.8,60.0,502.6
AlH15Br3N5,837.6,2.13,1121.8,70.0,586.3
AlH15Br3N5,837.6,2.13,1121.8,80.0,670.1
AlH15Br3N5,837.6,2.13,1121.8,90.0,753.8
AlH15Br3N5,837.6,2.13,1121.8,100.0,887.6
AlH15N5Cl3,865.2,1.46,1598.4,50.0,432.6
AlH15N5Cl3,865.2,1.46,1598.4,60.0,519.1
AlH15N5Cl3,865.2,1.46,1598.4,70.0,605.7
AlH15N5Cl3,865.2,1.46,1598.4,80.0,692.2
AlH15N5Cl3,865.2,1.46,1598.4,90.0,778.7
AlH15N5Cl3,865.2,1.46,1598.4,100.0,915.2
AlH18C3(N3F2)3,983.3,1.53,1534.4,50.0,491.6
AlH18C3(N3F2)3,983.3,1.53,1534.4,60.0,590.0
AlH18C3(N3F2)3,983.3,1.53,1534.4,70.0,688.3
AlH18C3(N3F2)3,983.3,1.53,1534.4,80.0,786.6
AlH18C3(N3F2)3,983.3,1.53,1534.4,90.0,884.9
AlH18C3(N3F2)3,983.3,1.53,1534.4,100.0,1033.3
AlH2PbO2F3,1648.1,5.24,468.0,50.0,824.0
AlH2PbO2F3,1648.1,5.24,468.0,60.0,988.8
AlH2PbO2F3,1648.1,5.24,468.0,70.0,1153.6
AlH2PbO2F3,1648.1,5.24,468.0,80.0,1318.5
AlH2PbO2F3,1648.1,5.24,468.0,90.0,1483.3
AlH2PbO2F3,1648.1,5.24,468.0,100.0,1698.1
AlH3,533.1,1.52,1545.6,50.0,266.6
AlH3,533.1,1.52,1545.6,60.0,319.9
AlH3,533.1,1.52,1545.6,70.0,373.2
AlH3,533.1,1.52,1545.6,80.0,426.5
AlH3,533.1,1.52,1545.6,90.0,479.8
AlH3,533.1,1.52,1545.6,100.0,583.1
AlH3NCl3,1100.0,1.62,1457.2,50.0,550.0
AlH3NCl3,1100.0,1.62,1457.2,60.0,660.0
AlH3NCl3,1100.0,1.62,1457.2,70.0,770.0
AlH3NCl3,1100.0,1.62,1457.2,80.0,880.0
AlH3NCl3,1100.0,1.62,1457.2,90.0,990.0
AlH3NCl3,1100.0,1.62,1457.2,100.0,1150.0
AlH4NF4,1488.7,2.53,949.3,50.0,744.4
AlH4NF4,1488.7,2.53,949.3,60.0,893.2
AlH4NF4,1488.7,2.53,949.3,70.0,1042.1
AlH4NF4,1488.7,2.53,949.3,80.0,1191.0
AlH4NF4,1488.7,2.53,949.3,90.0,1339.8
AlH4NF4,1488.7,2.53,949.3,100.0,1538.7
AlH5(SeO4)2,1219.8,2.96,816.6,50.0,609.9
